number,parameter_01,parameter_02(x_coordinate),parameter_03(y_coordinate),parameter_04,parameter_05,parameter_06,parameter_07,parameter_08,parameter_09,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,class(OK/NG)
13726.0,L,5426.0,14522.0,2096.0,0.0,0.0,1032.0,12.74,1.311,68.0,60.0,66.03,50.37,0.0,0.0318,0.5137,OK
13727.0,D,9194.0,14518.0,1148.0,564.0,16.95,0.0,0.0,2.3846,64.0,28.0,62.0,26.0,0.0472,0.0,0.6406,OK
13728.0,L,5934.0,14480.0,2876.0,0.0,0.0,1068.0,13.66,1.2095,80.0,86.0,86.83,71.79,0.0,0.0319,0.418,OK
13729.0,L,5572.0,14478.0,6880.0,0.0,0.0,2764.0,13.83,1.9205,156.0,86.0,154.83,80.62,0.0,0.0334,0.5128,OK
13730.0,L,7740.0,14474.0,2308.0,48.0,16.33,876.0,15.01,1.1,72.0,88.0,80.08,72.8,0.0424,0.036,0.3643,OK
13731.0,D,7196.0,14468.0,904.0,492.0,17.08,0.0,0.0,1.8057,32.0,52.0,50.69,28.07,0.0432,0.0,0.5433,OK
13732.0,L,11160.0,14456.0,1368.0,0.0,0.0,636.0,12.43,1.9235,92.0,60.0,94.67,49.22,0.0,0.0393,0.2478,OK
13733.0,L,7454.0,14452.0,1200.0,0.0,0.0,744.0,16.76,1.8892,66.0,48.0,66.89,35.41,0.0,0.0405,0.3788,OK
13734.0,L,10462.0,14450.0,1988.0,0.0,0.0,876.0,15.06,1.4066,74.0,76.0,80.95,57.55,0.0,0.0442,0.3535,OK
13735.0,L,6052.0,14450.0,1332.0,0.0,0.0,720.0,12.25,2.4817,70.0,98.0,114.17,46.0,0.0,0.0281,0.1942,OK
13736.0,L,9740.0,14446.0,1096.0,76.0,19.17,424.0,14.72,2.6538,64.0,26.0,60.96,22.97,0.0534,0.0375,0.6587,OK
13737.0,L,10866.0,14438.0,904.0,0.0,0.0,376.0,13.14,1.348,40.0,42.0,42.47,31.51,0.0,0.0391,0.5381,OK
13738.0,L,5756.0,14438.0,1920.0,0.0,0.0,904.0,13.34,1.6935,72.0,104.0,101.99,60.22,0.0,0.0311,0.2564,OK
13739.0,L,10204.0,14426.0,1596.0,0.0,0.0,760.0,15.58,1.6553,70.0,88.0,93.49,56.48,0.0,0.0433,0.2591,OK
13740.0,L,6156.0,14426.0,1576.0,0.0,0.0,732.0,12.46,2.4118,36.0,84.0,82.0,34.0,0.0,0.0285,0.5212,OK
13741.0,L,10362.0,14422.0,1272.0,0.0,0.0,416.0,12.78,1.8421,66.0,44.0,66.41,36.05,0.0,0.0366,0.438,OK
13742.0,L,9070.0,14420.0,2368.0,0.0,0.0,1140.0,14.45,1.6702,136.0,88.0,134.44,80.5,0.0,0.036,0.1979,OK
13743.0,L,4626.0,14418.0,4112.0,0.0,0.0,2040.0,14.93,1.6162,76.0,114.0,114.5,70.85,0.0,0.0391,0.4746,OK
13744.0,L,8616.0,14416.0,2184.0,0.0,0.0,924.0,13.74,1.3968,68.0,72.0,78.71,56.35,0.0,0.0357,0.4461,OK
13745.0,L,11042.0,14414.0,2760.0,0.0,0.0,1268.0,15.7,1.4514,96.0,74.0,91.4,62.98,0.0,0.0477,0.3885,OK
13746.0,L,4204.0,14414.0,1904.0,0.0,0.0,968.0,13.44,3.1601,112.0,72.0,117.0,37.02,0.0,0.0378,0.2361,OK
13747.0,L,4748.0,14412.0,1004.0,0.0,0.0,468.0,15.05,1.3529,48.0,36.0,46.0,34.0,0.0,0.0399,0.581,OK
13748.0,L,11726.0,14402.0,2184.0,0.0,0.0,1056.0,15.74,1.9868,58.0,96.0,95.5,48.07,0.0,0.05,0.3922,OK
13749.0,D,5508.0,14398.0,1804.0,860.0,17.37,60.0,15.61,1.3509,76.0,98.0,97.72,72.34,0.0473,0.039,0.2422,OK
13750.0,L,6880.0,14396.0,11068.0,0.0,0.0,4980.0,15.48,3.4234,94.0,306.0,303.74,88.72,0.0,0.0359,0.3848,OK
13751.0,L,9962.0,14392.0,1564.0,0.0,0.0,696.0,16.49,1.4091,64.0,46.0,62.0,44.0,0.0,0.0432,0.5313,OK
13752.0,D,6976.0,14390.0,1908.0,976.0,14.87,0.0,0.0,1.6667,72.0,44.0,70.0,42.0,0.0373,0.0,0.6023,OK
13753.0,L,7464.0,14386.0,932.0,0.0,0.0,552.0,15.14,1.5926,56.0,46.0,58.04,36.45,0.0,0.0361,0.3618,OK
13754.0,L,2652.0,14382.0,2048.0,0.0,0.0,972.0,13.01,2.0815,42.0,82.0,80.48,38.66,0.0,0.0412,0.5947,OK
13755.0,L,9470.0,14378.0,1828.0,0.0,0.0,860.0,14.62,2.2662,108.0,58.0,109.27,48.22,0.0,0.0375,0.2918,OK
13756.0,L,10926.0,14372.0,2384.0,0.0,0.0,948.0,13.4,1.4571,104.0,72.0,102.0,70.0,0.0,0.0402,0.3184,OK
13757.0,L,3654.0,14372.0,1036.0,0.0,0.0,424.0,13.39,1.8976,50.0,28.0,48.53,25.58,0.0,0.0402,0.74,OK
13758.0,L,7254.0,14358.0,2688.0,88.0,14.07,976.0,15.21,2.0962,84.0,136.0,136.89,65.31,0.0356,0.0359,0.2353,OK
13759.0,L,4414.0,14358.0,9060.0,0.0,0.0,3560.0,12.65,1.5163,108.0,166.0,156.03,102.9,0.0,0.0345,0.5054,OK
13760.0,L,11608.0,14352.0,1852.0,0.0,0.0,924.0,11.89,2.4795,90.0,46.0,89.09,35.93,0.0,0.0377,0.4473,OK
13761.0,D,7196.0,14352.0,2212.0,1156.0,16.38,0.0,0.0,1.472,66.0,60.0,73.6,50.0,0.0407,0.0,0.5586,OK
13762.0,L,9074.0,14338.0,1392.0,0.0,0.0,752.0,15.23,1.4514,78.0,52.0,74.02,51.0,0.0,0.0372,0.3432,OK
13763.0,D,8904.0,14306.0,3848.0,1840.0,17.51,0.0,0.0,3.44,52.0,174.0,172.0,50.0,0.049,0.0,0.4253,OK
13764.0,L,7922.0,14304.0,1292.0,0.0,0.0,608.0,15.67,1.455,50.0,70.0,68.62,47.16,0.0,0.0381,0.3691,OK
13765.0,L,8622.0,14274.0,1068.0,0.0,0.0,464.0,14.73,1.4737,40.0,58.0,56.0,38.0,0.0,0.0373,0.4603,OK
13766.0,L,10470.0,14266.0,1236.0,0.0,0.0,608.0,13.5,1.6129,56.0,68.0,71.26,44.18,0.0,0.0394,0.3246,OK
13767.0,L,7736.0,14262.0,1300.0,0.0,0.0,660.0,13.16,1.4499,74.0,52.0,67.46,46.52,0.0,0.03,0.3378,OK
13768.0,L,9940.0,14242.0,1348.0,0.0,0.0,628.0,13.21,1.1405,62.0,58.0,61.26,53.71,0.0,0.0341,0.3749,OK
13769.0,D,5506.0,14226.0,3300.0,1636.0,15.05,0.0,0.0,1.9767,58.0,102.0,100.02,50.6,0.0408,0.0,0.5578,OK
13770.0,L,4452.0,14222.0,1892.0,0.0,0.0,816.0,14.28,1.3182,60.0,46.0,58.0,44.0,0.0,0.0383,0.6855,OK
13771.0,L,4608.0,14212.0,2988.0,48.0,17.94,1920.0,15.03,1.3081,80.0,64.0,79.46,60.74,0.0508,0.0389,0.5836,OK
13772.0,L,3918.0,14192.0,6472.0,0.0,0.0,3576.0,10.89,1.5809,90.0,152.0,142.55,90.17,0.0,0.032,0.4731,OK
13773.0,L,7728.0,14164.0,1824.0,0.0,0.0,912.0,14.32,1.1081,76.0,84.0,82.0,74.0,0.0,0.0322,0.2857,OK
13774.0,L,7290.0,14158.0,4008.0,0.0,0.0,1616.0,14.39,2.6912,56.0,140.0,139.31,51.76,0.0,0.0328,0.5112,OK
13775.0,D,9210.0,14156.0,1084.0,572.0,17.01,48.0,14.55,1.55,64.0,42.0,62.0,40.0,0.0449,0.0355,0.4033,OK
13776.0,D,8900.0,14156.0,1948.0,1240.0,17.66,0.0,0.0,1.3333,66.0,50.0,64.0,48.0,0.0479,0.0,0.5903,OK
13777.0,D,6000.0,14154.0,1388.0,572.0,16.33,0.0,0.0,1.0274,72.0,58.0,62.54,60.87,0.0399,0.0,0.3324,OK
13778.0,D,11242.0,14146.0,1052.0,600.0,12.44,0.0,0.0,1.9509,74.0,60.0,85.65,43.9,0.0475,0.0,0.2369,OK
13779.0,D,7370.0,14146.0,1856.0,660.0,16.42,0.0,0.0,1.8361,86.0,60.0,91.18,49.66,0.0406,0.0,0.3597,OK
13780.0,D,4716.0,14144.0,1004.0,472.0,15.28,0.0,0.0,1.3187,40.0,48.0,47.76,36.22,0.0434,0.0,0.5229,OK
13781.0,D,6982.0,14140.0,2032.0,900.0,14.86,0.0,0.0,2.0663,60.0,106.0,105.78,51.19,0.0361,0.0,0.3195,OK
13782.0,D,11874.0,14138.0,952.0,408.0,12.67,0.0,0.0,1.8056,36.0,54.0,55.12,30.53,0.0522,0.0,0.4897,OK
13783.0,L,4626.0,14136.0,960.0,0.0,0.0,416.0,13.28,2.0505,32.0,58.0,57.42,28.0,0.0,0.0344,0.5172,OK
13784.0,L,7452.0,14134.0,5840.0,0.0,0.0,2916.0,15.39,3.0026,78.0,226.0,224.96,74.92,0.0,0.0356,0.3313,OK
13785.0,D,7198.0,14134.0,1200.0,576.0,16.44,0.0,0.0,1.3819,36.0,44.0,43.95,31.8,0.0395,0.0,0.7576,OK
13786.0,D,10990.0,14132.0,1932.0,876.0,14.45,0.0,0.0,1.2989,72.0,62.0,73.54,56.62,0.0501,0.0,0.4328,OK
13787.0,D,5496.0,14124.0,3040.0,1876.0,16.24,0.0,0.0,1.3313,74.0,82.0,86.68,65.11,0.0438,0.0,0.501,OK
13788.0,L,7466.0,14076.0,1300.0,0.0,0.0,520.0,14.2,1.8106,60.0,34.0,57.29,31.64,0.0,0.0319,0.6373,OK
13789.0,L,5948.0,14076.0,1024.0,0.0,0.0,532.0,15.18,1.415,46.0,34.0,43.98,31.08,0.0,0.0346,0.6547,OK
13790.0,L,7278.0,14062.0,1516.0,0.0,0.0,656.0,12.22,1.2857,56.0,44.0,54.0,42.0,0.0,0.0273,0.6153,OK
13791.0,L,9120.0,14060.0,1052.0,0.0,0.0,536.0,11.18,1.8305,40.0,54.0,56.47,30.85,0.0,0.0262,0.487,OK
13792.0,L,11950.0,14054.0,1592.0,0.0,0.0,776.0,13.75,1.6797,48.0,70.0,70.69,42.09,0.0,0.0502,0.4738,OK
13793.0,L,3748.0,14044.0,1704.0,0.0,0.0,864.0,14.88,1.1946,54.0,44.0,50.73,42.46,0.0,0.0448,0.7172,OK
13794.0,L,4430.0,14034.0,1772.0,0.0,0.0,828.0,13.34,1.9976,100.0,62.0,98.91,49.51,0.0,0.0358,0.2858,OK
13795.0,L,3632.0,14034.0,2372.0,0.0,0.0,1044.0,14.74,1.4706,72.0,76.0,82.59,56.16,0.0,0.0434,0.4335,OK
13796.0,L,8134.0,14028.0,2472.0,0.0,0.0,880.0,13.91,1.88,96.0,52.0,94.0,50.0,0.0,0.0324,0.4952,OK
13797.0,L,2654.0,14028.0,2072.0,0.0,0.0,860.0,14.03,4.125,34.0,134.0,132.0,32.0,0.0,0.0436,0.4548,OK
13798.0,D,5508.0,14026.0,2120.0,1060.0,17.75,0.0,0.0,1.1777,58.0,66.0,64.59,54.85,0.0474,0.0,0.5538,OK
13799.0,L,8974.0,14012.0,2280.0,0.0,0.0,960.0,13.8,2.6633,116.0,62.0,119.15,44.74,0.0,0.0326,0.317,OK
13800.0,L,9278.0,13998.0,932.0,0.0,0.0,392.0,13.97,1.7588,44.0,54.0,57.28,32.57,0.0,0.0336,0.3923,OK
13801.0,L,7912.0,13978.0,1000.0,0.0,0.0,580.0,14.29,1.9048,34.0,62.0,56.18,29.49,0.0,0.0327,0.4744,OK
13802.0,L,10460.0,13972.0,1104.0,0.0,0.0,580.0,15.08,1.6919,56.0,48.0,62.28,36.81,0.0,0.044,0.4107,OK
13803.0,L,11070.0,13962.0,1176.0,0.0,0.0,496.0,13.8,2.0392,74.0,38.0,72.36,35.48,0.0,0.0441,0.4182,OK
13804.0,L,6902.0,13952.0,4740.0,0.0,0.0,1920.0,14.46,3.1772,68.0,184.0,180.04,56.66,0.0,0.0316,0.3788,OK
13805.0,L,5422.0,13938.0,1192.0,0.0,0.0,568.0,12.21,1.2931,56.0,64.0,64.62,49.97,0.0,0.0294,0.3326,OK
13806.0,L,3936.0,13930.0,1024.0,0.0,0.0,572.0,10.71,1.3127,66.0,44.0,59.36,45.22,0.0,0.0311,0.3526,OK
13807.0,0.0,10078.0,13924.0,1364.0,264.0,18.98,220.0,15.58,2.415,82.0,38.0,80.22,33.22,0.0559,0.0417,0.4377,OK
13808.0,D,8916.0,13922.0,2100.0,1188.0,15.96,0.0,0.0,3.3683,40.0,126.0,125.14,37.15,0.0418,0.0,0.4167,OK
13809.0,L,10958.0,13918.0,1016.0,0.0,0.0,492.0,17.04,2.1634,74.0,38.0,74.24,34.32,0.0,0.0528,0.3613,OK
13810.0,D,6978.0,13912.0,2044.0,1036.0,16.61,0.0,0.0,1.4825,92.0,72.0,89.78,60.56,0.039,0.0,0.3086,OK
13811.0,L,4256.0,13906.0,1384.0,0.0,0.0,812.0,11.75,1.9349,90.0,48.0,84.48,43.66,0.0,0.0325,0.3204,OK
13812.0,L,7458.0,13890.0,1988.0,0.0,0.0,1016.0,13.85,1.2092,60.0,62.0,62.24,51.47,0.0,0.0306,0.5344,OK
13813.0,L,5254.0,13872.0,2856.0,0.0,0.0,1288.0,13.9,1.6784,74.0,98.0,105.14,62.64,0.0,0.0329,0.3938,OK
13814.0,L,6908.0,13858.0,980.0,0.0,0.0,552.0,12.83,1.5622,38.0,52.0,52.33,33.5,0.0,0.0275,0.496,OK
13815.0,L,5784.0,13856.0,1836.0,0.0,0.0,928.0,14.17,1.9627,70.0,88.0,96.02,48.92,0.0,0.0321,0.2981,OK
13816.0,L,5152.0,13844.0,1616.0,0.0,0.0,812.0,13.41,1.6179,66.0,96.0,97.93,60.53,0.0,0.0328,0.2551,OK
13817.0,L,4410.0,13840.0,5072.0,0.0,0.0,2136.0,10.99,2.7016,76.0,200.0,197.52,73.11,0.0,0.0294,0.3337,OK
13818.0,L,4626.0,13830.0,2700.0,0.0,0.0,1176.0,13.74,1.2208,68.0,82.0,80.09,65.61,0.0,0.035,0.4842,OK
13819.0,D,8904.0,13822.0,1284.0,704.0,16.56,0.0,0.0,1.9303,46.0,84.0,82.02,42.49,0.0428,0.0,0.3323,OK
13820.0,L,7470.0,13772.0,1592.0,0.0,0.0,840.0,13.85,1.3622,58.0,44.0,53.96,39.61,0.0,0.0301,0.6238,OK
13821.0,L,4634.0,13772.0,1676.0,0.0,0.0,640.0,14.76,1.183,60.0,48.0,53.18,44.95,0.0,0.0373,0.5819,OK
13822.0,L,10378.0,13752.0,1140.0,64.0,15.65,380.0,15.0,1.3889,52.0,38.0,50.0,36.0,0.0491,0.0429,0.5769,OK
13823.0,D,8918.0,13730.0,1000.0,484.0,16.72,0.0,0.0,2.2887,38.0,72.0,71.78,31.36,0.0425,0.0,0.3655,OK
13824.0,L,6900.0,13704.0,2884.0,0.0,0.0,1240.0,12.18,1.9655,60.0,116.0,114.0,58.0,0.0,0.0259,0.4144,OK
13825.0,D,5510.0,13704.0,5248.0,2808.0,18.39,0.0,0.0,2.2842,78.0,168.0,163.95,71.78,0.0479,0.0,0.4005,OK
13826.0,L,8290.0,13698.0,1860.0,0.0,0.0,820.0,11.72,2.1463,44.0,84.0,85.37,39.78,0.0,0.0262,0.5032,OK
13827.0,L,7740.0,13674.0,1196.0,0.0,0.0,516.0,11.24,1.8014,38.0,56.0,57.05,31.67,0.0,0.0236,0.562,OK
13828.0,L,3620.0,13674.0,2468.0,0.0,0.0,1044.0,14.29,2.0662,70.0,96.0,106.54,51.56,0.0,0.041,0.3673,OK
13829.0,L,7458.0,13670.0,2828.0,0.0,0.0,1308.0,13.89,1.1038,70.0,88.0,76.87,69.64,0.0,0.03,0.4591,OK
13830.0,L,7284.0,13668.0,1184.0,0.0,0.0,652.0,13.66,1.022,62.0,54.0,54.78,53.6,0.0,0.0294,0.3536,OK
13831.0,L,9778.0,13654.0,1244.0,0.0,0.0,416.0,15.33,1.9068,64.0,54.0,65.08,34.13,0.0,0.0373,0.36,OK
13832.0,L,4414.0,13654.0,1608.0,0.0,0.0,828.0,10.2,1.2697,62.0,64.0,62.68,49.37,0.0,0.0269,0.4052,OK
13833.0,L,2654.0,13642.0,1176.0,0.0,0.0,440.0,12.76,3.2128,30.0,74.0,73.25,22.8,0.0,0.0386,0.5297,OK
13834.0,L,3920.0,13638.0,1216.0,0.0,0.0,684.0,8.87,2.1413,40.0,72.0,71.34,33.32,0.0,0.0256,0.4222,OK
13835.0,D,6984.0,13626.0,1048.0,524.0,15.06,0.0,0.0,1.3991,38.0,46.0,44.67,31.93,0.0348,0.0,0.5995,OK
13836.0,D&L,7002.0,13608.0,209980.0,10588.0,23.15,116768.0,20.98,25.6423,270.0,6260.0,6257.43,244.03,0.0685,0.0549,0.1242,OK
13837.0,L,3754.0,13580.0,2732.0,0.0,0.0,1184.0,12.69,1.2783,66.0,90.0,83.16,65.05,0.0,0.0377,0.4599,OK
13838.0,D,7366.0,13576.0,1104.0,408.0,12.93,0.0,0.0,2.1,76.0,42.0,77.99,37.14,0.03,0.0,0.3459,OK
13839.0,D,6988.0,13572.0,1148.0,620.0,14.6,0.0,0.0,1.9098,60.0,44.0,65.04,34.06,0.0337,0.0,0.4348,OK
13840.0,D,7196.0,13570.0,1624.0,828.0,15.31,0.0,0.0,1.3188,78.0,66.0,78.21,59.3,0.0346,0.0,0.3155,OK
13841.0,D,11876.0,13560.0,1216.0,476.0,12.44,0.0,0.0,1.7769,34.0,54.0,53.98,30.38,0.0521,0.0,0.6623,OK
13842.0,D,8570.0,13540.0,1028.0,468.0,14.11,0.0,0.0,2.1793,34.0,68.0,66.61,30.56,0.0353,0.0,0.4446,OK
13843.0,D,8906.0,13538.0,4640.0,2504.0,18.2,44.0,12.57,2.6434,76.0,158.0,161.64,61.15,0.0455,0.0292,0.3864,OK
13844.0,D,6408.0,13538.0,1612.0,648.0,14.67,0.0,0.0,1.239,56.0,52.0,56.4,45.52,0.036,0.0,0.5536,OK
13845.0,D,7544.0,13534.0,1772.0,828.0,14.38,0.0,0.0,2.7826,40.0,106.0,104.21,37.45,0.0329,0.0,0.4179,OK
13846.0,L,10196.0,13522.0,928.0,44.0,17.69,468.0,14.7,1.0,46.0,46.0,44.0,44.0,0.0517,0.0392,0.4386,OK
13847.0,L,10792.0,13506.0,1408.0,0.0,0.0,560.0,14.84,1.5078,52.0,70.0,70.73,46.91,0.0,0.0447,0.3868,OK
13848.0,L,10066.0,13498.0,992.0,0.0,0.0,444.0,14.56,1.7794,38.0,54.0,54.41,30.58,0.0,0.0377,0.4834,OK
13849.0,L,10602.0,13490.0,1804.0,0.0,0.0,740.0,13.84,2.8241,116.0,44.0,112.51,39.84,0.0,0.0413,0.3534,OK
13850.0,L,8970.0,13488.0,1068.0,0.0,0.0,492.0,14.0,2.6916,74.0,30.0,71.96,26.74,0.0,0.0314,0.4811,OK
13851.0,L,11216.0,13476.0,1036.0,0.0,0.0,480.0,15.56,1.25,50.0,62.0,60.0,48.0,0.0,0.0516,0.3342,OK
13852.0,L,4086.0,13468.0,940.0,0.0,0.0,452.0,12.25,2.3534,66.0,28.0,62.29,26.47,0.0,0.0327,0.5087,OK
13853.0,L,9920.0,13464.0,3440.0,0.0,0.0,1480.0,14.03,1.3388,100.0,64.0,89.13,66.57,0.0,0.0347,0.5375,OK
13854.0,L,7468.0,13464.0,1020.0,0.0,0.0,596.0,12.75,1.35,42.0,56.0,54.0,40.0,0.0,0.027,0.4337,OK
13855.0,L,10438.0,13460.0,2244.0,0.0,0.0,948.0,12.87,1.0818,88.0,86.0,86.66,80.1,0.0,0.037,0.2965,OK
13856.0,L,10206.0,13458.0,1804.0,0.0,0.0,652.0,13.8,1.1933,70.0,64.0,65.23,54.66,0.0,0.037,0.4027,OK
13857.0,L,4628.0,13442.0,1004.0,0.0,0.0,628.0,13.79,1.8381,78.0,50.0,80.31,43.69,0.0,0.0342,0.2574,OK
13858.0,L,10390.0,13436.0,1440.0,0.0,0.0,648.0,12.7,1.9464,48.0,74.0,74.5,38.28,0.0,0.0357,0.4054,OK
13859.0,L,342.0,13436.0,1172.0,0.0,0.0,508.0,11.78,1.8193,36.0,64.0,61.82,33.98,0.0,0.0373,0.5087,OK
13860.0,L,1380.0,13424.0,1340.0,0.0,0.0,576.0,12.61,2.25,40.0,72.0,74.22,32.98,0.0,0.0364,0.4653,OK
13861.0,L,4260.0,13412.0,3020.0,0.0,0.0,1620.0,11.38,1.4187,86.0,114.0,113.19,79.78,0.0,0.0305,0.308,OK
13862.0,D,5488.0,13406.0,8812.0,4856.0,19.31,48.0,12.33,3.3823,96.0,282.0,281.81,83.32,0.0498,0.0294,0.3255,OK
13863.0,L,2980.0,13398.0,1044.0,0.0,0.0,476.0,10.95,1.25,62.0,50.0,60.0,48.0,0.0,0.0309,0.3368,OK
13864.0,L,8614.0,13394.0,2940.0,0.0,0.0,1288.0,14.16,4.1995,42.0,166.0,164.38,39.14,0.0,0.0322,0.4217,OK
13865.0,D,8920.0,13390.0,1420.0,804.0,17.07,0.0,0.0,2.1356,46.0,82.0,79.69,37.31,0.0419,0.0,0.3765,OK
13866.0,L,4626.0,13380.0,1556.0,0.0,0.0,792.0,13.29,1.2602,68.0,66.0,66.94,53.12,0.0,0.0328,0.3467,OK
13867.0,L,10650.0,13378.0,1776.0,0.0,0.0,760.0,14.51,2.2609,106.0,48.0,104.0,46.0,0.0,0.0433,0.3491,OK
13868.0,L,10874.0,13372.0,3712.0,0.0,0.0,1612.0,13.24,2.1065,140.0,98.0,156.58,74.33,0.0,0.0402,0.2706,OK
13869.0,L,8866.0,13370.0,964.0,0.0,0.0,408.0,12.38,1.9036,32.0,60.0,57.22,30.06,0.0,0.0282,0.5021,OK
13870.0,L,1378.0,13330.0,1652.0,0.0,0.0,888.0,11.54,1.3565,52.0,64.0,62.4,46.0,0.0,0.0331,0.4964,OK
13871.0,D,5504.0,13322.0,2380.0,1184.0,17.04,0.0,0.0,1.4478,60.0,82.0,80.84,55.84,0.0436,0.0,0.4837,OK
13872.0,L,11714.0,13312.0,2280.0,0.0,0.0,1296.0,15.19,1.0116,88.0,86.0,77.82,76.92,0.0,0.05,0.3013,OK
13873.0,L,1132.0,13302.0,1400.0,0.0,0.0,572.0,12.08,2.5599,36.0,84.0,80.47,31.43,0.0,0.0367,0.463,OK
13874.0,L,4630.0,13286.0,1360.0,0.0,0.0,568.0,15.32,1.5524,60.0,60.0,67.53,43.5,0.0,0.0379,0.3778,OK
13875.0,L,7460.0,13242.0,2764.0,0.0,0.0,1112.0,10.55,2.5953,50.0,122.0,119.83,46.17,0.0,0.0221,0.4531,OK
13876.0,L,4458.0,13236.0,1140.0,0.0,0.0,452.0,10.96,2.2338,26.0,54.0,52.73,23.61,0.0,0.028,0.812,OK
13877.0,L,1380.0,13230.0,1272.0,0.0,0.0,724.0,12.31,1.6667,38.0,54.0,52.61,31.56,0.0,0.0352,0.6199,OK
13878.0,D,10540.0,13218.0,1040.0,616.0,13.19,0.0,0.0,1.0311,62.0,66.0,58.38,56.62,0.0433,0.0,0.2542,OK
13879.0,L,3750.0,13198.0,2464.0,0.0,0.0,1052.0,11.93,1.9601,76.0,76.0,86.76,44.26,0.0,0.0351,0.4266,OK
13880.0,L,11954.0,13106.0,2448.0,0.0,0.0,816.0,13.53,1.7513,68.0,80.0,92.8,52.99,0.0,0.0467,0.45,OK
13881.0,L,4626.0,13102.0,1940.0,0.0,0.0,804.0,13.42,2.3667,54.0,118.0,117.92,49.83,0.0,0.0329,0.3045,OK
13882.0,D,5510.0,13098.0,6388.0,3224.0,16.36,0.0,0.0,4.2449,50.0,204.0,202.44,47.69,0.0415,0.0,0.6263,OK
13883.0,L,2648.0,13088.0,1156.0,0.0,0.0,528.0,13.33,1.6099,38.0,58.0,56.64,35.18,0.0,0.0394,0.5245,OK
13884.0,L,3750.0,13084.0,3080.0,0.0,0.0,1368.0,11.06,1.2932,74.0,78.0,76.74,59.34,0.0,0.0323,0.5336,OK
13885.0,L,10200.0,13068.0,1004.0,92.0,19.91,480.0,16.77,1.3478,64.0,48.0,62.0,46.0,0.0585,0.0444,0.3268,OK
13886.0,L,9920.0,13044.0,1192.0,0.0,0.0,344.0,13.68,1.0463,50.0,42.0,44.32,42.36,0.0,0.0334,0.5676,OK
13887.0,L,10460.0,13010.0,2244.0,0.0,0.0,1088.0,15.7,1.186,104.0,88.0,102.0,86.0,0.0,0.045,0.2452,OK
13888.0,L,11972.0,12994.0,1044.0,0.0,0.0,460.0,10.74,1.6296,52.0,52.0,62.23,38.18,0.0,0.0362,0.3861,OK
13889.0,L,10396.0,12988.0,908.0,0.0,0.0,504.0,14.93,1.2,38.0,46.0,41.23,34.36,0.0,0.0415,0.5195,OK
13890.0,L,7104.0,12984.0,8892.0,0.0,0.0,5488.0,12.77,19.2734,36.0,604.0,601.98,31.23,0.0,0.0264,0.4089,OK
13891.0,L,9544.0,12982.0,1328.0,0.0,0.0,608.0,13.8,1.9674,54.0,50.0,66.8,33.96,0.0,0.0323,0.4919,OK
13892.0,L,5428.0,12982.0,1204.0,0.0,0.0,644.0,11.98,1.1,46.0,42.0,44.0,40.0,0.0,0.0275,0.6232,OK
13893.0,L,11724.0,12966.0,1540.0,0.0,0.0,752.0,15.84,1.4201,66.0,44.0,58.99,41.54,0.0,0.0496,0.5303,OK
13894.0,L,11644.0,12958.0,1068.0,0.0,0.0,472.0,13.46,1.1327,56.0,38.0,43.63,38.52,0.0,0.042,0.5019,OK
13895.0,D,8904.0,12948.0,6104.0,2888.0,17.57,0.0,0.0,5.5533,64.0,292.0,290.88,52.38,0.0428,0.0,0.3266,OK
13896.0,L,10808.0,12946.0,1340.0,0.0,0.0,652.0,11.99,1.819,40.0,68.0,65.82,36.19,0.0,0.0355,0.4926,OK
13897.0,D,3710.0,12930.0,1668.0,804.0,15.76,0.0,0.0,2.9434,38.0,104.0,102.58,34.85,0.0487,0.0,0.4221,OK
13898.0,L,4628.0,12920.0,2576.0,0.0,0.0,1164.0,15.9,1.9799,68.0,94.0,105.99,53.53,0.0,0.0387,0.403,OK
13899.0,0.0,10604.0,12912.0,940.0,0.0,0.0,324.0,15.91,1.0282,50.0,50.0,48.37,47.04,0.0,0.0473,0.376,OK
13900.0,L,3748.0,12904.0,1540.0,0.0,0.0,792.0,12.67,2.0625,68.0,34.0,66.0,32.0,0.0,0.0368,0.6661,OK
13901.0,D,8910.0,12898.0,1088.0,480.0,15.81,0.0,0.0,1.6606,42.0,46.0,53.23,32.05,0.0384,0.0,0.5631,OK
13902.0,L,7110.0,12830.0,932.0,0.0,0.0,520.0,11.79,5.5988,20.0,90.0,88.38,15.79,0.0,0.0242,0.5178,OK
13903.0,L,7466.0,12828.0,1408.0,0.0,0.0,548.0,11.2,2.4364,44.0,96.0,95.5,39.2,0.0,0.0234,0.3333,OK
13904.0,D,2716.0,12824.0,1660.0,848.0,14.57,0.0,0.0,2.6978,46.0,104.0,102.56,38.02,0.0489,0.0,0.347,OK
13905.0,L,2656.0,12818.0,1264.0,0.0,0.0,796.0,13.65,2.7795,32.0,80.0,76.58,27.55,0.0,0.04,0.4938,OK
13906.0,D,8924.0,12804.0,1056.0,572.0,15.62,0.0,0.0,1.85,42.0,76.0,74.0,40.0,0.038,0.0,0.3308,OK
13907.0,L,10198.0,12766.0,1512.0,0.0,0.0,856.0,15.13,1.4251,58.0,76.0,73.4,51.5,0.0,0.0398,0.343,OK
